,node,centrality,community,density
24398,25705,1,12,0.004065437278433668
24404,23373,1,12,0.004065437278433668
24421,12104,1,12,0.004065437278433668
24436,13479,1,12,0.004065437278433668
24439,35743,1,12,0.004065437278433668
24448,32029,1,12,0.004065437278433668
24455,11562,1,12,0.004065437278433668
24457,34810,1,12,0.004065437278433668
24468,24873,1,12,0.004065437278433668
24475,9236,1,12,0.004065437278433668
24485,18025,1,12,0.004065437278433668
24486,13399,1,12,0.004065437278433668
24488,16332,1,12,0.004065437278433668
24493,16398,1,12,0.004065437278433668
24496,29744,1,12,0.004065437278433668
24506,37411,1,12,0.004065437278433668
24507,25555,1,12,0.004065437278433668
24515,10199,1,12,0.004065437278433668
24546,25282,1,12,0.004065437278433668
24552,30894,1,12,0.004065437278433668
24561,10170,1,12,0.004065437278433668
25571,3366,1,12,0.004065437278433668
27502,7474,1,12,0.004065437278433668
27669,28485,1,12,0.004065437278433668
28396,22694,1,12,0.004065437278433668
29068,11462,1,12,0.004065437278433668
29887,9700,1,12,0.004065437278433668
30149,36864,1,12,0.004065437278433668
31433,33136,1,12,0.004065437278433668
31434,16687,1,12,0.004065437278433668
31534,11308,1,12,0.004065437278433668
31627,11494,1,12,0.004065437278433668
32045,13596,1,12,0.004065437278433668
32460,21572,1,12,0.004065437278433668
32846,28152,1,12,0.004065437278433668
33227,26931,1,12,0.004065437278433668
33276,24899,1,12,0.004065437278433668
33277,24845,1,12,0.004065437278433668
33383,15339,1,12,0.004065437278433668
33554,27018,1,12,0.004065437278433668
33701,14887,1,12,0.004065437278433668
33860,19032,1,12,0.004065437278433668
34029,28031,1,12,0.004065437278433668
34118,12722,1,12,0.004065437278433668
34401,16461,1,12,0.004065437278433668
34699,21466,1,12,0.004065437278433668
34706,30355,1,12,0.004065437278433668
35543,37111,1,12,0.004065437278433668
35749,20461,1,12,0.004065437278433668
36130,35240,1,12,0.004065437278433668
36374,36679,1,12,0.004065437278433668
36380,23341,1,12,0.004065437278433668
36389,23378,1,12,0.004065437278433668
36507,30182,1,12,0.004065437278433668
36655,35347,1,12,0.004065437278433668
36826,25900,1,12,0.004065437278433668
36883,26213,1,12,0.004065437278433668
36934,12975,1,12,0.004065437278433668
37635,34213,1,12,0.004065437278433668
11,6067,2,12,0.004065437278433668
1320,2164,2,12,0.004065437278433668
2017,207,2,12,0.004065437278433668
2227,35599,2,12,0.004065437278433668
5387,697,2,12,0.004065437278433668
6488,37361,2,12,0.004065437278433668
8977,24908,2,12,0.004065437278433668
10215,1417,2,12,0.004065437278433668
10370,1458,2,12,0.004065437278433668
11425,11526,2,12,0.004065437278433668
12480,4913,2,12,0.004065437278433668
12676,33589,2,12,0.004065437278433668
12755,33817,2,12,0.004065437278433668
13461,8043,2,12,0.004065437278433668
13885,23020,2,12,0.004065437278433668
14091,10747,2,12,0.004065437278433668
14698,32568,2,12,0.004065437278433668
14965,24770,2,12,0.004065437278433668
15596,1896,2,12,0.004065437278433668
15598,16168,2,12,0.004065437278433668
16835,7788,2,12,0.004065437278433668
18398,12621,2,12,0.004065437278433668
18584,2726,2,12,0.004065437278433668
19272,3041,2,12,0.004065437278433668
19331,20863,2,12,0.004065437278433668
19332,33314,2,12,0.004065437278433668
20224,3437,2,12,0.004065437278433668
20729,26680,2,12,0.004065437278433668
21391,3973,2,12,0.004065437278433668
21456,27081,2,12,0.004065437278433668
21586,4064,2,12,0.004065437278433668
21709,4116,2,12,0.004065437278433668
22109,25404,2,12,0.004065437278433668
22677,4646,2,12,0.004065437278433668
23713,5250,2,12,0.004065437278433668
24291,10265,2,12,0.004065437278433668
24295,10276,2,12,0.004065437278433668
24298,19650,2,12,0.004065437278433668
24305,35226,2,12,0.004065437278433668
24314,6956,2,12,0.004065437278433668
24319,5851,2,12,0.004065437278433668
24325,8425,2,12,0.004065437278433668
24326,24117,2,12,0.004065437278433668
24328,11627,2,12,0.004065437278433668
24330,7023,2,12,0.004065437278433668
24333,16231,2,12,0.004065437278433668
24335,26903,2,12,0.004065437278433668
24339,15126,2,12,0.004065437278433668
24343,34173,2,12,0.004065437278433668
24349,17449,2,12,0.004065437278433668
24351,32893,2,12,0.004065437278433668
24356,18661,2,12,0.004065437278433668
24363,28010,2,12,0.004065437278433668
24369,14077,2,12,0.004065437278433668
24373,37207,2,12,0.004065437278433668
24374,15922,2,12,0.004065437278433668
24384,15297,2,12,0.004065437278433668
24386,9254,2,12,0.004065437278433668
24393,10675,2,12,0.004065437278433668
24394,7235,2,12,0.004065437278433668
24396,16439,2,12,0.004065437278433668
24402,18092,2,12,0.004065437278433668
24407,6151,2,12,0.004065437278433668
24409,21066,2,12,0.004065437278433668
24413,27003,2,12,0.004065437278433668
24414,28187,2,12,0.004065437278433668
24418,27011,2,12,0.004065437278433668
24419,18884,2,12,0.004065437278433668
24425,15468,2,12,0.004065437278433668
24426,30704,2,12,0.004065437278433668
24431,6359,2,12,0.004065437278433668
24442,6096,2,12,0.004065437278433668
24454,24909,2,12,0.004065437278433668
24466,8712,2,12,0.004065437278433668
24469,34358,2,12,0.004065437278433668
24473,34723,2,12,0.004065437278433668
24497,33520,2,12,0.004065437278433668
24498,34772,2,12,0.004065437278433668
24510,18145,2,12,0.004065437278433668
24516,19261,2,12,0.004065437278433668
24517,6427,2,12,0.004065437278433668
24520,28983,2,12,0.004065437278433668
24522,20404,2,12,0.004065437278433668
24526,27485,2,12,0.004065437278433668
24529,14579,2,12,0.004065437278433668
24530,19310,2,12,0.004065437278433668
24531,8939,2,12,0.004065437278433668
24537,7748,2,12,0.004065437278433668
24538,28107,2,12,0.004065437278433668
24544,34974,2,12,0.004065437278433668
24545,19926,2,12,0.004065437278433668
24548,19360,2,12,0.004065437278433668
24556,31239,2,12,0.004065437278433668
24564,15850,2,12,0.004065437278433668
24565,19460,2,12,0.004065437278433668
24568,20198,2,12,0.004065437278433668
24571,29672,2,12,0.004065437278433668
24709,5716,2,12,0.004065437278433668
25924,2342,2,12,0.004065437278433668
26298,13580,2,12,0.004065437278433668
26538,33214,2,12,0.004065437278433668
26555,6853,2,12,0.004065437278433668
26574,6868,2,12,0.004065437278433668
27334,7330,2,12,0.004065437278433668
28332,29246,2,12,0.004065437278433668
29371,35725,2,12,0.004065437278433668
29619,25171,2,12,0.004065437278433668
29927,32527,2,12,0.004065437278433668
30184,27866,2,12,0.004065437278433668
30318,32953,2,12,0.004065437278433668
30743,24883,2,12,0.004065437278433668
31844,11777,2,12,0.004065437278433668
31895,13701,2,12,0.004065437278433668
31987,33633,2,12,0.004065437278433668
32111,3287,2,12,0.004065437278433668
32302,31055,2,12,0.004065437278433668
33072,27351,2,12,0.004065437278433668
33638,14753,2,12,0.004065437278433668
33693,16459,2,12,0.004065437278433668
34707,28208,2,12,0.004065437278433668
34810,11735,2,12,0.004065437278433668
35267,19066,2,12,0.004065437278433668
35989,21400,2,12,0.004065437278433668
36375,23852,2,12,0.004065437278433668
36601,25864,2,12,0.004065437278433668
36683,34043,2,12,0.004065437278433668
36765,20689,2,12,0.004065437278433668
37323,14367,2,12,0.004065437278433668
37443,26978,2,12,0.004065437278433668
13,20183,3,12,0.004065437278433668
135,13,3,12,0.004065437278433668
1436,31247,3,12,0.004065437278433668
4978,625,3,12,0.004065437278433668
6178,30721,3,12,0.004065437278433668
6489,26021,3,12,0.004065437278433668
7012,926,3,12,0.004065437278433668
7229,954,3,12,0.004065437278433668
7299,6339,3,12,0.004065437278433668
7351,28125,3,12,0.004065437278433668
7472,9909,3,12,0.004065437278433668
7474,17714,3,12,0.004065437278433668
9571,1279,3,12,0.004065437278433668
9712,30099,3,12,0.004065437278433668
10793,9641,3,12,0.004065437278433668
11109,1597,3,12,0.004065437278433668
11127,9764,3,12,0.004065437278433668
11414,33052,3,12,0.004065437278433668
12409,4732,3,12,0.004065437278433668
12511,4995,3,12,0.004065437278433668
13173,25123,3,12,0.004065437278433668
13564,16856,3,12,0.004065437278433668
14047,37653,3,12,0.004065437278433668
14480,27377,3,12,0.004065437278433668
14775,10960,3,12,0.004065437278433668
14896,27597,3,12,0.004065437278433668
15531,37229,3,12,0.004065437278433668
15581,22551,3,12,0.004065437278433668
15735,29172,3,12,0.004065437278433668
15736,16921,3,12,0.004065437278433668
18915,14626,3,12,0.004065437278433668
19044,35713,3,12,0.004065437278433668
19330,3077,3,12,0.004065437278433668
19451,24698,3,12,0.004065437278433668
19604,22581,3,12,0.004065437278433668
19636,3156,3,12,0.004065437278433668
19776,25892,3,12,0.004065437278433668
20452,24305,3,12,0.004065437278433668
20524,17590,3,12,0.004065437278433668
20569,31066,3,12,0.004065437278433668
21020,3849,3,12,0.004065437278433668
21021,13680,3,12,0.004065437278433668
21154,8252,3,12,0.004065437278433668
21155,4951,3,12,0.004065437278433668
21407,3984,3,12,0.004065437278433668
21414,3988,3,12,0.004065437278433668
21537,4829,3,12,0.004065437278433668
21704,4113,3,12,0.004065437278433668
21816,17544,3,12,0.004065437278433668
21873,4215,3,12,0.004065437278433668
22098,15793,3,12,0.004065437278433668
22338,22863,3,12,0.004065437278433668
22678,9714,3,12,0.004065437278433668
23496,11419,3,12,0.004065437278433668
24292,25293,3,12,0.004065437278433668
24302,11934,3,12,0.004065437278433668
24303,3679,3,12,0.004065437278433668
24304,14250,3,12,0.004065437278433668
24311,28974,3,12,0.004065437278433668
24340,37184,3,12,0.004065437278433668
24344,8287,3,12,0.004065437278433668
24347,17521,3,12,0.004065437278433668
24359,25717,3,12,0.004065437278433668
24385,46,3,12,0.004065437278433668
24387,31913,3,12,0.004065437278433668
24388,10665,3,12,0.004065437278433668
24406,33758,3,12,0.004065437278433668
24420,26859,3,12,0.004065437278433668
24437,31993,3,12,0.004065437278433668
24444,6342,3,12,0.004065437278433668
24453,32424,3,12,0.004065437278433668
24463,19896,3,12,0.004065437278433668
24467,14494,3,12,0.004065437278433668
24483,7621,3,12,0.004065437278433668
24499,18058,3,12,0.004065437278433668
24514,25045,3,12,0.004065437278433668
24521,23894,3,12,0.004065437278433668
24524,32397,3,12,0.004065437278433668
24543,29931,3,12,0.004065437278433668
24569,35548,3,12,0.004065437278433668
26297,6656,3,12,0.004065437278433668
27437,7406,3,12,0.004065437278433668
27503,27492,3,12,0.004065437278433668
28133,29920,3,12,0.004065437278433668
28321,8259,3,12,0.004065437278433668
29133,19084,3,12,0.004065437278433668
30284,10690,3,12,0.004065437278433668
30393,11173,3,12,0.004065437278433668
31845,12481,3,12,0.004065437278433668
32072,28824,3,12,0.004065437278433668
32365,12533,3,12,0.004065437278433668
33038,18342,3,12,0.004065437278433668
33108,13745,3,12,0.004065437278433668
33278,36841,3,12,0.004065437278433668
33859,20343,3,12,0.004065437278433668
34119,27347,3,12,0.004065437278433668
34120,35792,3,12,0.004065437278433668
34765,26250,3,12,0.004065437278433668
34974,35041,3,12,0.004065437278433668
35032,22432,3,12,0.004065437278433668
35240,22431,3,12,0.004065437278433668
35374,29513,3,12,0.004065437278433668
36149,23229,3,12,0.004065437278433668
36933,18957,3,12,0.004065437278433668
1892,25152,4,12,0.004065437278433668
1895,28589,4,12,0.004065437278433668
2988,19861,4,12,0.004065437278433668
5728,20628,4,12,0.004065437278433668
7151,32108,4,12,0.004065437278433668
8099,1054,4,12,0.004065437278433668
8358,26565,4,12,0.004065437278433668
8458,16777,4,12,0.004065437278433668
9630,1293,4,12,0.004065437278433668
9710,1305,4,12,0.004065437278433668
11540,18815,4,12,0.004065437278433668
11638,12075,4,12,0.004065437278433668
11932,12761,4,12,0.004065437278433668
11958,21969,4,12,0.004065437278433668
12116,13192,4,12,0.004065437278433668
12715,14763,4,12,0.004065437278433668
12976,5569,4,12,0.004065437278433668
15580,1888,4,12,0.004065437278433668
15976,10617,4,12,0.004065437278433668
16254,33512,4,12,0.004065437278433668
16813,8976,4,12,0.004065437278433668
17418,2334,4,12,0.004065437278433668
17419,27095,4,12,0.004065437278433668
18645,2758,4,12,0.004065437278433668
19152,28279,4,12,0.004065437278433668
19273,17256,4,12,0.004065437278433668
20189,3419,4,12,0.004065437278433668
20190,31068,4,12,0.004065437278433668
20612,25870,4,12,0.004065437278433668
21715,37492,4,12,0.004065437278433668
22064,18205,4,12,0.004065437278433668
22337,4429,4,12,0.004065437278433668
23492,20229,4,12,0.004065437278433668
23724,22697,4,12,0.004065437278433668
24306,14321,4,12,0.004065437278433668
24334,33253,4,12,0.004065437278433668
24348,7065,4,12,0.004065437278433668
24395,20765,4,12,0.004065437278433668
24401,9528,4,12,0.004065437278433668
24403,6136,4,12,0.004065437278433668
24433,29955,4,12,0.004065437278433668
24456,30867,4,12,0.004065437278433668
24471,30810,4,12,0.004065437278433668
24481,12676,4,12,0.004065437278433668
24487,1255,4,12,0.004065437278433668
24542,32443,4,12,0.004065437278433668
24558,25188,4,12,0.004065437278433668
24594,19953,4,12,0.004065437278433668
26994,33807,4,12,0.004065437278433668
27283,9772,4,12,0.004065437278433668
27342,34281,4,12,0.004065437278433668
28235,19200,4,12,0.004065437278433668
29572,33387,4,12,0.004065437278433668
29573,30381,4,12,0.004065437278433668
29957,35153,4,12,0.004065437278433668
31735,13508,4,12,0.004065437278433668
32282,12409,4,12,0.004065437278433668
34117,34379,4,12,0.004065437278433668
1276,33193,5,12,0.004065437278433668
4419,34964,5,12,0.004065437278433668
6176,816,5,12,0.004065437278433668
7298,3093,5,12,0.004065437278433668
10121,6300,5,12,0.004065437278433668
10371,2014,5,12,0.004065437278433668
10961,28299,5,12,0.004065437278433668
11020,19640,5,12,0.004065437278433668
11668,7954,5,12,0.004065437278433668
11745,3189,5,12,0.004065437278433668
12056,13054,5,12,0.004065437278433668
12278,26593,5,12,0.004065437278433668
12667,5379,5,12,0.004065437278433668
13927,36242,5,12,0.004065437278433668
13959,27100,5,12,0.004065437278433668
14139,18264,5,12,0.004065437278433668
14394,18643,5,12,0.004065437278433668
14966,18048,5,12,0.004065437278433668
16019,2038,5,12,0.004065437278433668
16731,12695,5,12,0.004065437278433668
17185,26723,5,12,0.004065437278433668
17885,2500,5,12,0.004065437278433668
18390,20342,5,12,0.004065437278433668
19294,36993,5,12,0.004065437278433668
19364,18412,5,12,0.004065437278433668
19851,16508,5,12,0.004065437278433668
20225,25737,5,12,0.004065437278433668
21094,37619,5,12,0.004065437278433668
23180,4958,5,12,0.004065437278433668
23455,28538,5,12,0.004065437278433668
23913,15254,5,12,0.004065437278433668
24299,19544,5,12,0.004065437278433668
24361,8283,5,12,0.004065437278433668
24376,12944,5,12,0.004065437278433668
24381,16399,5,12,0.004065437278433668
24408,14204,5,12,0.004065437278433668
24412,18440,5,12,0.004065437278433668
24423,14281,5,12,0.004065437278433668
24501,2659,5,12,0.004065437278433668
24512,21557,5,12,0.004065437278433668
24518,19285,5,12,0.004065437278433668
24563,32349,5,12,0.004065437278433668
25194,16216,5,12,0.004065437278433668
27213,27618,5,12,0.004065437278433668
27809,17190,5,12,0.004065437278433668
28822,25306,5,12,0.004065437278433668
28846,19781,5,12,0.004065437278433668
32905,25349,5,12,0.004065437278433668
34007,22161,5,12,0.004065437278433668
34053,32300,5,12,0.004065437278433668
35403,31710,5,12,0.004065437278433668
36884,26867,5,12,0.004065437278433668
1626,24369,6,12,0.004065437278433668
2920,32157,6,12,0.004065437278433668
6087,19624,6,12,0.004065437278433668
7297,231,6,12,0.004065437278433668
7827,7245,6,12,0.004065437278433668
8704,10818,6,12,0.004065437278433668
9897,26872,6,12,0.004065437278433668
11560,35567,6,12,0.004065437278433668
11669,2401,6,12,0.004065437278433668
12386,32704,6,12,0.004065437278433668
12644,33493,6,12,0.004065437278433668
12819,16747,6,12,0.004065437278433668
13139,3305,6,12,0.004065437278433668
13279,6943,6,12,0.004065437278433668
13570,36078,6,12,0.004065437278433668
13932,8500,6,12,0.004065437278433668
14163,27615,6,12,0.004065437278433668
15289,21801,6,12,0.004065437278433668
15433,17314,6,12,0.004065437278433668
16410,31809,6,12,0.004065437278433668
17370,18861,6,12,0.004065437278433668
18389,8851,6,12,0.004065437278433668
18494,36823,6,12,0.004065437278433668
20568,8962,6,12,0.004065437278433668
21776,19043,6,12,0.004065437278433668
23714,35598,6,12,0.004065437278433668
24554,5577,6,12,0.004065437278433668
27427,29844,6,12,0.004065437278433668
28137,33425,6,12,0.004065437278433668
28847,37177,6,12,0.004065437278433668
30755,37137,6,12,0.004065437278433668
32706,17905,6,12,0.004065437278433668
35990,29610,6,12,0.004065437278433668
376,5412,7,12,0.004065437278433668
6268,5019,7,12,0.004065437278433668
7196,7380,7,12,0.004065437278433668
8500,1090,7,12,0.004065437278433668
8502,25003,7,12,0.004065437278433668
12463,23246,7,12,0.004065437278433668
12987,36579,7,12,0.004065437278433668
15234,17639,7,12,0.004065437278433668
17261,10145,7,12,0.004065437278433668
20353,4336,7,12,0.004065437278433668
21153,3918,7,12,0.004065437278433668
22971,20767,7,12,0.004065437278433668
23066,7643,7,12,0.004065437278433668
23918,31896,7,12,0.004065437278433668
24354,31651,7,12,0.004065437278433668
24392,30261,7,12,0.004065437278433668
26091,21631,7,12,0.004065437278433668
29571,19864,7,12,0.004065437278433668
30172,19128,7,12,0.004065437278433668
1898,19021,8,12,0.004065437278433668
2814,325,8,12,0.004065437278433668
6485,24632,8,12,0.004065437278433668
9793,5003,8,12,0.004065437278433668
10082,1384,8,12,0.004065437278433668
13699,37486,8,12,0.004065437278433668
14015,5998,8,12,0.004065437278433668
16482,37329,8,12,0.004065437278433668
18388,2651,8,12,0.004065437278433668
1891,190,9,12,0.004065437278433668
2819,20505,9,12,0.004065437278433668
5021,5656,9,12,0.004065437278433668
10351,1446,9,12,0.004065437278433668
10706,9385,9,12,0.004065437278433668
13613,36191,9,12,0.004065437278433668
15328,37588,9,12,0.004065437278433668
16020,13537,9,12,0.004065437278433668
17310,24835,9,12,0.004065437278433668
18913,8593,9,12,0.004065437278433668
23181,32605,9,12,0.004065437278433668
23919,12586,9,12,0.004065437278433668
28315,35529,9,12,0.004065437278433668
6247,836,10,12,0.004065437278433668
11252,20253,10,12,0.004065437278433668
11348,9451,10,12,0.004065437278433668
20856,12103,10,12,0.004065437278433668
24290,10260,10,12,0.004065437278433668
24504,27920,10,12,0.004065437278433668
7023,12290,11,12,0.004065437278433668
7815,4355,11,12,0.004065437278433668
10438,11251,11,12,0.004065437278433668
12293,2696,11,12,0.004065437278433668
